id,dni,nombres,apellido_paterno,apellido_materno,sexo,telefono,email,ocupacion
1766,49454734,Mia Zoe,Silva,Bravo,F,906966090,mia.silva123@gmail.com,Enfermero(a)
1767,73463857,Samuel Aaron,Gonzales,Ibarra,M,904120848,samuel.gonzales26@gmail.com,Ama de casa
1768,66902379,Patricia Yesenia,Carrillo,Castillo,F,968579760,patricia.carrillo700@gmail.com,Comerciante
1769,22526410,Ivan Oscar,Medina,Ruiz,M,979378886,ivan.medina324@gmail.com,Agricultor
1770,79530711,Jorge Jhoel,Marin,Delgado,M,961487072,jorge.marin567@gmail.com,Policia
1771,39358596,Aaron Benjamin,Leon,Fernandez,M,925754280,aaron.leon426@gmail.com,Enfermero(a)
1772,43139384,Leonardo Gonzalo,Sanchez,Rojas,M,972030148,leonardo.sanchez691@gmail.com,Personal de seguridad
1773,49539579,Teresa Ana,Cardenas,Pacheco,F,925598121,teresa.cardenas309@gmail.com,Ama de casa
1774,49416998,Dulce Susan,Ramos,Medina,F,929351531,dulce.ramos586@gmail.com,Empresario(a)
1775,55500105,Ximena Yesenia,Vilca,Carrillo,F,906896118,ximena.vilca82@gmail.com,Chofer
1776,28981994,Kiara Ariana,Ticona,Ticona,F,995072416,kiara.ticona773@gmail.com,Tecnico electricista
1777,43546370,Jhon Fabricio,Delgado,Castillo,M,927728293,jhon.delgado40@gmail.com,Chofer
1778,76506807,Anthony Carlos,Reyes,Guzman,M,929204121,anthony.reyes871@gmail.com,Obrero de construccion
1779,22487006,Julia Brenda,Apaza,Rivera,F,972995170,julia.apaza670@gmail.com,Enfermero(a)
1780,67601191,Manuel Juan,Salazar,Gonzales,M,968134183,manuel.salazar339@gmail.com,Ama de casa
1781,12453041,Isabel Xiomara,Machaca,Vargas,F,985755712,isabel.machaca362@gmail.com,Enfermero tecnico
1782,42578307,Mia Julia,Sanchez,Alarcon,F,937851005,mia.sanchez673@gmail.com,Vendedor(a)
1783,70394260,Danna Estefany,Leon,Yupanqui,F,998243580,danna.leon26@gmail.com,Empleado publico
1784,45705055,Estefany Alexandra,Villanueva,Bautista,F,984869639,estefany.villanueva742@gmail.com,Cocinero(a)
1785,10994927,Kiara Pilar,Ramos,Nunez,F,977428238,kiara.ramos536@gmail.com,Ama de casa
1786,39494920,Elena Milagros,Gonzales,Cardenas,F,988461113,elena.gonzales666@gmail.com,Administrador(a)
1787,11730287,Katty Milagros,Soto,Delgado,F,997815883,katty.soto768@gmail.com,Agricultor
1788,35429161,Diana Nicole,Yataco,Cutipa,F,928996299,diana.yataco220@gmail.com,Comerciante
1789,24944680,Martin Ivan,Herrera,Ibarra,M,991430253,martin.herrera488@gmail.com,Enfermero(a)
1790,34138770,Daniela Luana,Huaraca,Yupanqui,F,975463113,daniela.huaraca126@gmail.com,Vendedor(a)
1791,10915075,Angel Alberto,Rimac,Rojas,M,933290165,angel.rimac5@gmail.com,Administrador(a)
1792,37025764,Vanessa Ruth,Huaraca,Herrera,F,920900224,vanessa.huaraca375@gmail.com,Tecnico electricista
1793,12877843,Gabriel Fabricio,Bautista,Ochoa,M,902894435,gabriel.bautista375@gmail.com,Policia
1794,33926021,Elena Fiorella,Paredes,Paucar,F,952871257,elena.paredes955@gmail.com,Comerciante
1795,48678499,Valentina Ximena,Herrera,Mamani,F,918805607,valentina.herrera101@gmail.com,Mecanico
1796,57397592,Joaquin Fabricio,Ccahuana,Espinoza,M,974466264,joaquin.ccahuana742@gmail.com,Comerciante ambulante
1797,24363542,Martin Edgar,Diaz,Huaman,M,914795803,martin.diaz540@gmail.com,Mecanico
1798,27577216,Elmer Miguel,Vasquez,Ticona,M,934793767,elmer.vasquez81@gmail.com,Policia
1799,51424406,Raul Sebastian,Pacheco,Carrillo,M,956795025,raul.pacheco361@gmail.com,Agricultor
1800,25243134,Ariana Julia,Quispe,Vilca,F,960328124,ariana.quispe672@gmail.com,Docente
1801,71824592,Gustavo Alberto,Rodriguez,Yataco,M,997797432,gustavo.rodriguez777@gmail.com,Docente
1802,60928680,Pilar Katherine,Leon,Ccahuana,F,968567484,pilar.leon437@gmail.com,Enfermero(a)
1803,10578121,Xiomara Rosa,Marin,Zavala,F,959686447,xiomara.marin706@gmail.com,Vendedor(a)
1804,59682982,Abigail Alessandra,Delgado,Cutipa,F,915294378,abigail.delgado274@gmail.com,Independiente
1805,77185778,Britany Luana,Aguilar,Palacios,F,961206972,britany.aguilar947@gmail.com,Empresario(a)
1806,35927950,Rafaella Julia,Vega,Silva,F,987558785,rafaella.vega56@gmail.com,Agricultor
1807,55683693,Yamil Alexis,Cornejo,Alarcon,M,931092279,yamil.cornejo293@gmail.com,Tecnico electricista
1808,23977702,Antonella Daniela,Cabanillas,Ortiz,F,976686317,antonella.cabanillas834@gmail.com,Agricultor
1809,18963158,Nayeli Danna,Diaz,Medina,F,957618293,nayeli.diaz306@gmail.com,Administrador(a)
1810,21091286,Emilio Kevin,Ramos,Mamani,M,999310257,emilio.ramos456@gmail.com,Comerciante ambulante
1811,77805133,Estefany Camila,Bautista,Diaz,F,949716132,estefany.bautista136@gmail.com,Chofer
1812,40469852,Piero Erick,Cabanillas,Espinoza,M,976729373,piero.cabanillas25@gmail.com,Contador(a)
1813,34059362,Jose Angel,Flores,Rimac,M,988240278,jose.flores992@gmail.com,Policia
1814,74796195,Nicolas Benjamin,Choque,Paucar,M,939041650,nicolas.choque46@gmail.com,Ama de casa
1815,42143622,Kiara Maria,Reyes,Paredes,F,980030844,kiara.reyes228@gmail.com,Tecnico electricista
1816,37513491,Gustavo Carlos,Mamani,Espinoza,M,977348169,gustavo.mamani58@gmail.com,Enfermero tecnico
1817,55389037,Emilio Jhoel,Herrera,Cardenas,M,943382820,emilio.herrera823@gmail.com,Docente
1818,48751072,Oscar Mateo,Cornejo,Mamani,M,959367770,oscar.cornejo782@gmail.com,Tecnico electricista
1819,18426694,Pilar Danna,Vega,Cabanillas,F,921949464,pilar.vega778@gmail.com,Vendedor(a)
1820,43158353,Jose Gabriel,Vasquez,Chavez,M,912473309,jose.vasquez380@gmail.com,Policia
1821,63711729,Ruth Grecia,Vilca,Sanchez,F,980928421,ruth.vilca145@gmail.com,Chofer
1822,52609746,Alexis Gustavo,Huaraca,Rivera,M,974010001,alexis.huaraca696@gmail.com,Docente
1823,24794340,Luis Fabricio,Villanueva,Palacios,M,925425209,luis.villanueva796@gmail.com,Agricultor
1824,53878203,Edgar Diego,Cruz,Aquino,M,912337345,edgar.cruz504@gmail.com,Empresario(a)
1825,47300399,Ian Piero,Cardenas,Vega,M,954642607,ian.cardenas405@gmail.com,Chofer
1826,35457276,Angel Walter,Carrillo,Aguilar,M,943396530,angel.carrillo758@gmail.com,Comerciante
1827,25843027,Xiomara Katherine,Zavala,Ochoa,F,913963328,xiomara.zavala653@gmail.com,Empleado publico
1828,66425744,Gabriel Jorge,Romero,Reyes,M,913380139,gabriel.romero614@gmail.com,Independiente
1829,19655594,Camila Ana,Palacios,Sanchez,F,918874237,camila.palacios891@gmail.com,Mecanico
1830,31160938,Alessandra Camila,Ticona,Huaman,F,930039253,alessandra.ticona273@gmail.com,Enfermero tecnico
1831,24856319,Diego Kevin,Gonzales,Apaza,M,960926168,diego.gonzales136@gmail.com,Policia
1832,57949586,Ian Jhon,Ortiz,Lazo,M,913166541,ian.ortiz282@gmail.com,Agricultor
1833,33905524,Walter Kevin,Yataco,Reyes,M,943789470,walter.yataco605@gmail.com,Tecnico electricista
1834,37709514,Maria Xiomara,Aguilar,Vasquez,F,922428600,maria.aguilar978@gmail.com,Empleado publico
1835,34023646,Jorge Manuel,Romero,Guzman,M,947375042,jorge.romero98@gmail.com,Agricultor
1836,44625463,Renata Camila,Ticona,Zavala,F,957473036,renata.ticona653@gmail.com,Comerciante
1837,50541273,Melissa Yolanda,Sanchez,Medina,F,965626900,melissa.sanchez853@gmail.com,Independiente
1838,43437065,Teresa Luz,Alvarez,Paredes,F,962995435,teresa.alvarez677@gmail.com,Chofer
1839,53985839,Piero Ivan,Ticona,Palacios,M,916643284,piero.ticona379@gmail.com,Mecanico
1840,77308919,Elena Ruth,Cornejo,Cabanillas,F,934384836,elena.cornejo356@gmail.com,Personal de seguridad
1841,64453647,Cesar Diego,Herrera,Leon,M,978801852,cesar.herrera495@gmail.com,Policia
1842,33740827,Danna Patricia,Farfan,Fernandez,F,975025837,danna.farfan934@gmail.com,Chofer
1843,38161246,Adrian Walter,Fernandez,Cornejo,M,917036325,adrian.fernandez246@gmail.com,Mecanico
1844,13175888,Nicole Brenda,Ticona,Zavala,F,925209967,nicole.ticona218@gmail.com,Tecnico electricista
1845,57609285,Renzo Yamil,Espinoza,Mendoza,M,916546979,renzo.espinoza801@gmail.com,Empresario(a)
1846,32798872,Alexandra Abigail,Cruz,Ruiz,F,948330427,alexandra.cruz276@gmail.com,Vendedor(a)
1847,54078895,Victor Cesar,Quispe,Gutierrez,M,997751146,victor.quispe432@gmail.com,Chofer
1848,74114503,Alexander Jose,Ortiz,Leon,M,932420589,alexander.ortiz875@gmail.com,Comerciante
1849,35420739,Ricardo Hugo,Delgado,Rivera,M,918572996,ricardo.delgado771@gmail.com,Mecanico
1850,59978445,Kiara Flor,Sanchez,Lazo,F,950081106,kiara.sanchez670@gmail.com,Vendedor(a)
1851,35746385,Nayeli Alexandra,Salvador,Cutipa,F,984821100,nayeli.salvador648@gmail.com,Vendedor(a)
1852,79210494,Walter Cesar,Choque,Palacios,M,912510305,walter.choque77@gmail.com,Comerciante
1853,73848796,Diego Fernando,Gutierrez,Pacheco,M,900650976,diego.gutierrez825@gmail.com,Empresario(a)
1854,13708187,Estefany Lucia,Paredes,Zavala,F,982037498,estefany.paredes107@gmail.com,Comerciante ambulante
1855,26091093,Hugo Thiago,Vilca,Apaza,M,928803621,hugo.vilca402@gmail.com,Obrero de construccion
1856,17187372,Samuel Mateo,Ticona,Garcia,M,986051229,samuel.ticona93@gmail.com,Enfermero tecnico
1857,68748578,Diana Pilar,Huaraca,Mamani,F,994328579,diana.huaraca41@gmail.com,Tecnico electricista
1858,61791621,Emilio Edgar,Rimac,Torres,M,906446236,emilio.rimac213@gmail.com,Cocinero(a)
1859,31878061,Pilar Julia,Mendoza,Diaz,F,966358840,pilar.mendoza371@gmail.com,Docente
1860,49031969,Xiomara Mia,Sanchez,Ticona,F,995886331,xiomara.sanchez559@gmail.com,Cocinero(a)
1861,35448982,Kiara Luz,Cabrera,Vasquez,F,976365629,kiara.cabrera429@gmail.com,Docente
1862,20357789,Anthony Leonardo,Ruiz,Machaca,M,971298606,anthony.ruiz533@gmail.com,Ama de casa
1863,63206089,Camila Nayeli,Campos,Cardenas,F,993545379,camila.campos112@gmail.com,Administrador(a)
1864,68199708,Gabriela Abigail,Ochoa,Gonzales,F,969909650,gabriela.ochoa575@gmail.com,Cocinero(a)
1865,55123592,Alexis Joaquin,Choque,Gonzales,M,951288176,alexis.choque993@gmail.com,Enfermero tecnico
1866,40306308,Fernando Ian,Diaz,Aquino,M,972213220,fernando.diaz435@gmail.com,Obrero de construccion
1867,11832581,Erick Leonardo,Diaz,Vega,M,905078813,erick.diaz803@gmail.com,Agricultor
1868,42106402,Vanessa Britany,Cardenas,Quispe,F,992263289,vanessa.cardenas415@gmail.com,Vendedor(a)
1869,26157725,Antonella Yesenia,Soto,Ibarra,F,942362289,antonella.soto704@gmail.com,Vendedor(a)
1870,34989736,Jose Edgar,Nunez,Pacheco,M,918539518,jose.nunez11@gmail.com,Enfermero tecnico
1871,49956386,Mia Rafaella,Nunez,Zavala,F,963391453,mia.nunez453@gmail.com,Policia
1872,49943281,Ariana Kiara,Cabrera,Huaraca,F,914185843,ariana.cabrera492@gmail.com,Comerciante ambulante
1873,78965078,Zoe Diana,Condori,Cutipa,F,936793314,zoe.condori646@gmail.com,Enfermero(a)
1874,37674210,Sofia Brenda,Huaraca,Yataco,F,909800719,sofia.huaraca378@gmail.com,Obrero de construccion
1875,38683629,Renzo Marco,Ochoa,Espinoza,M,995870341,renzo.ochoa899@gmail.com,Policia
1876,56636946,Daniela Rafaella,Vasquez,Ticona,F,919995969,daniela.vasquez97@gmail.com,Administrador(a)
1877,69499292,Mia Brenda,Guzman,Guzman,F,929912217,mia.guzman951@gmail.com,Tecnico electricista
1878,47817499,Alexander Angel,Ccahuana,Cruz,M,985968530,alexander.ccahuana58@gmail.com,Enfermero(a)
1879,11872751,Bryan Andres,Herrera,Delgado,M,945900614,bryan.herrera667@gmail.com,Independiente
1880,18942775,Rosa Xiomara,Mamani,Rivera,F,904796259,rosa.mamani599@gmail.com,Comerciante
1881,30018864,Yolanda Luana,Leon,Vega,F,900791124,yolanda.leon122@gmail.com,Enfermero tecnico
1882,51060043,Vanessa Renata,Fernandez,Soto,F,971001973,vanessa.fernandez205@gmail.com,Personal de seguridad
1883,42593683,Anthony Nicolas,Condori,Yataco,M,942231141,anthony.condori485@gmail.com,Comerciante ambulante
1884,42465370,Elena Milagros,Aquino,Cruz,F,910485350,elena.aquino86@gmail.com,Mecanico
1885,12188311,Valentina Katherine,Yupanqui,Mendoza,F,992663533,valentina.yupanqui105@gmail.com,Contador(a)
1886,12376012,Diana Daniela,Vilca,Garcia,F,901277105,diana.vilca964@gmail.com,Docente
1887,72931146,Luana Teresa,Vasquez,Ortiz,F,997569993,luana.vasquez657@gmail.com,Obrero de construccion
1888,36389283,Britany Nicole,Ccahuana,Mendoza,F,987505785,britany.ccahuana274@gmail.com,Mecanico
1889,46387005,Antonella Carmen,Carrillo,Paredes,F,944915207,antonella.carrillo781@gmail.com,Vendedor(a)
1890,65845942,Gabriel Ricardo,Medina,Ticona,M,900755769,gabriel.medina615@gmail.com,Chofer
1891,77784979,Joaquin Rodrigo,Espinoza,Bravo,M,986450293,joaquin.espinoza804@gmail.com,Agricultor
1892,33116341,Ian Edgar,Espinoza,Herrera,M,925918420,ian.espinoza402@gmail.com,Personal de seguridad
1893,40656413,Angel Joaquin,Quispe,Huaraca,M,909608437,angel.quispe627@gmail.com,Comerciante ambulante
1894,58351179,Fiorella Paula,Sanchez,Cutipa,F,914889428,fiorella.sanchez342@gmail.com,Mecanico
1895,78120162,Ariana Carmen,Condori,Castillo,F,994327988,ariana.condori642@gmail.com,Ama de casa
1896,30883437,Mateo Wilson,Condori,Medina,M,913171822,mateo.condori279@gmail.com,Comerciante ambulante
1897,37760007,Zoe Katty,Mendoza,Gonzales,F,997143327,zoe.mendoza327@gmail.com,Ama de casa
1898,71075428,Danna Fiorella,Huaraca,Castillo,F,920222745,danna.huaraca642@gmail.com,Docente
1899,13936770,Jose Samuel,Rodriguez,Rodriguez,M,985170905,jose.rodriguez613@gmail.com,Administrador(a)
1900,66202598,Emily Ximena,Huaraca,Cardenas,F,989800676,emily.huaraca758@gmail.com,Vendedor(a)
1901,67694236,Jorge Emilio,Paucar,Cutipa,M,906674119,jorge.paucar822@gmail.com,Vendedor(a)
1902,70534566,Pilar Paula,Alvarez,Medina,F,994888058,pilar.alvarez701@gmail.com,Empresario(a)
1903,30530996,Renzo Renzo,Villanueva,Apaza,M,914638382,renzo.villanueva271@gmail.com,Ama de casa
1904,40412485,Ariana Katty,Condori,Ramos,F,917769911,ariana.condori207@gmail.com,Docente
1905,12854613,Diana Yolanda,Nunez,Quispe,F,916952578,diana.nunez263@gmail.com,Enfermero(a)
1906,42269170,Elena Yesenia,Ibarra,Zavala,F,963777112,elena.ibarra481@gmail.com,Agricultor
1907,79148336,Jhon Alberto,Herrera,Gutierrez,M,984219350,jhon.herrera702@gmail.com,Policia
1908,45417401,Angel Ivan,Alarcon,Ticona,M,990377277,angel.alarcon586@gmail.com,Comerciante ambulante
1909,62363283,Grecia Antonella,Villanueva,Pacheco,F,917811391,grecia.villanueva662@gmail.com,Enfermero tecnico
1910,34252773,Dylan Carlos,Herrera,Carrillo,M,981510514,dylan.herrera908@gmail.com,Cocinero(a)
1911,61669943,Ruth Alessandra,Marin,Guzman,F,920698940,ruth.marin852@gmail.com,Tecnico electricista
1912,41604818,Jhoel Alberto,Palacios,Rojas,M,934116512,jhoel.palacios829@gmail.com,Contador(a)
1913,34161776,Sebastian Edgar,Machaca,Herrera,M,960258976,sebastian.machaca327@gmail.com,Empresario(a)
1914,71245093,Andres Emilio,Guzman,Campos,M,946794863,andres.guzman131@gmail.com,Cocinero(a)
1915,75126872,Kevin Nicolas,Huaraca,Pacheco,M,972740078,kevin.huaraca805@gmail.com,Comerciante ambulante
1916,59836100,Luz Camila,Leon,Lazo,F,979634846,luz.leon708@gmail.com,Ama de casa
1917,48393620,Angel Emilio,Rimac,Paucar,M,938570226,angel.rimac934@gmail.com,Mecanico
1918,56579499,Ruth Brenda,Quispe,Mamani,F,932085165,ruth.quispe160@gmail.com,Policia
1919,20573695,Ruth Estefany,Cabrera,Bravo,F,907460401,ruth.cabrera155@gmail.com,Agricultor
1920,14000665,Gabriel Jhoel,Ortiz,Carrillo,M,945969363,gabriel.ortiz695@gmail.com,Comerciante
1921,27031413,Ricardo Nicolas,Ochoa,Rimac,M,999367720,ricardo.ochoa898@gmail.com,Ama de casa
1922,45729050,Walter Victor,Gutierrez,Salvador,M,995621557,walter.gutierrez834@gmail.com,Enfermero tecnico
1923,35302690,Ana Ariana,Torres,Cruz,F,976313141,ana.torres957@gmail.com,Agricultor
1924,55869368,Pedro Renzo,Chavez,Cardenas,M,975440715,pedro.chavez714@gmail.com,Enfermero(a)
1925,20478095,Alessandra Yolanda,Huaraca,Campos,F,961064942,alessandra.huaraca697@gmail.com,Ama de casa
1926,75974098,Jorge Benjamin,Choque,Cruz,M,967931559,jorge.choque194@gmail.com,Empleado publico
1927,37025801,Martin Miguel,Bautista,Salazar,M,944325475,martin.bautista819@gmail.com,Ama de casa
1928,13515785,Angel Marco,Gonzales,Rodriguez,M,959529648,angel.gonzales934@gmail.com,Comerciante
1929,66919568,Danna Lucia,Guzman,Ramos,F,908412673,danna.guzman239@gmail.com,Chofer
1930,36482306,Jose Dylan,Condori,Garcia,M,986947607,jose.condori494@gmail.com,Empleado publico
1931,35449725,Ian Marco,Gutierrez,Ibarra,M,914316816,ian.gutierrez708@gmail.com,Empleado publico
1932,13758206,Miguel Martin,Ochoa,Cardenas,M,981899886,miguel.ochoa475@gmail.com,Enfermero tecnico
1933,72436959,Ximena Karen,Ccahuana,Gonzales,F,918692921,ximena.ccahuana276@gmail.com,Independiente
1934,16226555,Mateo Ivan,Rivera,Ccahuana,M,933642133,mateo.rivera588@gmail.com,Tecnico electricista
1935,76019789,Julia Diana,Gutierrez,Rojas,F,912538723,julia.gutierrez204@gmail.com,Empleado publico
1936,59034229,Juan Juan,Mendoza,Paucar,M,986067331,juan.mendoza122@gmail.com,Empresario(a)
1937,36521253,Lucia Jhoana,Choque,Huaman,F,918971666,lucia.choque490@gmail.com,Contador(a)
1938,15451840,Raul Samuel,Cabrera,Carrillo,M,943324128,raul.cabrera343@gmail.com,Policia
1939,53022023,Vanessa Patricia,Pacheco,Guzman,F,938517884,vanessa.pacheco852@gmail.com,Agricultor
1940,25110780,Grecia Lucia,Marin,Ibarra,F,976136250,grecia.marin737@gmail.com,Docente
1941,30862170,Dulce Luana,Gonzales,Campos,F,906969881,dulce.gonzales966@gmail.com,Mecanico
1942,16236583,Martin Ian,Cabrera,Ortiz,M,997366237,martin.cabrera392@gmail.com,Independiente
1943,77914139,Julio Martin,Ticona,Villanueva,M,940521255,julio.ticona842@gmail.com,Chofer
1944,68045364,Flor Ruth,Condori,Leon,F,994349096,flor.condori412@gmail.com,Obrero de construccion
1945,38507900,Vanessa Karen,Vega,Condori,F,933903948,vanessa.vega554@gmail.com,Cocinero(a)
1946,49190035,Samuel Manuel,Gonzales,Soto,M,984249630,samuel.gonzales9@gmail.com,Obrero de construccion
1947,59940805,Milagros Camila,Salvador,Quispe,F,940954618,milagros.salvador790@gmail.com,Administrador(a)
1948,18427576,Yesenia Nicole,Condori,Machaca,F,992530309,yesenia.condori60@gmail.com,Policia
1949,72906493,Ashley Nayeli,Ibarra,Guzman,F,968941615,ashley.ibarra585@gmail.com,Administrador(a)
1950,32360347,Carmen Alexandra,Marin,Espinoza,F,989931745,carmen.marin380@gmail.com,Comerciante
1951,51052362,Samuel Gonzalo,Alarcon,Ochoa,M,956942314,samuel.alarcon13@gmail.com,Comerciante ambulante
1952,51782969,Cesar Cristian,Marin,Herrera,M,931720161,cesar.marin213@gmail.com,Mecanico
1953,77916336,Wilson Cesar,Cruz,Guzman,M,943463064,wilson.cruz522@gmail.com,Cocinero(a)
1954,56416773,Alberto Diego,Zavala,Chavez,M,928999604,alberto.zavala299@gmail.com,Mecanico
1955,67085230,Cristian Alexander,Espinoza,Torres,M,966129941,cristian.espinoza879@gmail.com,Mecanico
1956,10235010,Valentina Sofia,Diaz,Lazo,F,939347948,valentina.diaz743@gmail.com,Chofer
1957,69049691,Gonzalo Mateo,Leon,Chavez,M,960136512,gonzalo.leon811@gmail.com,Administrador(a)
1958,76410113,Emilio Gonzalo,Condori,Cutipa,M,956845933,emilio.condori317@gmail.com,Docente
1959,18836713,Rosa Brenda,Aquino,Cutipa,F,952567303,rosa.aquino377@gmail.com,Agricultor
1960,46983332,Rodrigo Victor,Soto,Pacheco,M,920532242,rodrigo.soto867@gmail.com,Personal de seguridad
1961,68987064,Maria Yesica,Espinoza,Villanueva,F,940737565,maria.espinoza686@gmail.com,Vendedor(a)
1962,48858506,Melissa Yesenia,Apaza,Ramos,F,985907647,melissa.apaza215@gmail.com,Enfermero tecnico
1963,27699135,Katherine Katherine,Apaza,Aquino,F,922022515,katherine.apaza54@gmail.com,Enfermero(a)
1964,68974556,Wilson Cesar,Farfan,Herrera,M,907859926,wilson.farfan985@gmail.com,Contador(a)
1965,74457919,Renata Rafaella,Campos,Mendoza,F,926542675,renata.campos408@gmail.com,Ama de casa
1966,18440185,Walter Bryan,Vilca,Cabrera,M,927816055,walter.vilca215@gmail.com,Vendedor(a)
1967,51671497,Valentina Kiara,Rodriguez,Cabanillas,F,968348710,valentina.rodriguez820@gmail.com,Docente
1968,10736988,Yesica Grecia,Lazo,Flores,F,986058130,yesica.lazo365@gmail.com,Agricultor
1969,47336111,Anthony Jorge,Huaraca,Salazar,M,989807706,anthony.huaraca622@gmail.com,Enfermero tecnico
1970,36511060,Camila Fiorella,Salvador,Cornejo,F,920631541,camila.salvador53@gmail.com,Obrero de construccion
1971,45153462,Leonardo Miguel,Villanueva,Huaman,M,992174060,leonardo.villanueva575@gmail.com,Cocinero(a)
1972,34006956,Ruth Rosa,Yupanqui,Vasquez,F,998924370,ruth.yupanqui829@gmail.com,Vendedor(a)
1973,57071638,Cristian Jorge,Salazar,Salazar,M,935682777,cristian.salazar431@gmail.com,Agricultor
1974,71197952,Juan Manuel,Sanchez,Carrillo,M,997460819,juan.sanchez123@gmail.com,Ama de casa
1975,39301224,Patricia Katty,Salvador,Reyes,F,946902564,patricia.salvador489@gmail.com,Obrero de construccion
1976,45040703,Gonzalo Walter,Chavez,Gonzales,M,947141593,gonzalo.chavez154@gmail.com,Enfermero(a)
1977,79012742,Dylan Fabricio,Flores,Salvador,M,963537570,dylan.flores935@gmail.com,Independiente
1978,13877053,Alberto Mateo,Herrera,Vasquez,M,966812433,alberto.herrera577@gmail.com,Empresario(a)
1979,19201833,Rosa Nicole,Delgado,Vega,F,923975163,rosa.delgado908@gmail.com,Obrero de construccion
1980,76723734,Karen Britany,Ticona,Gonzales,F,968066625,karen.ticona238@gmail.com,Obrero de construccion
1981,45818724,Kevin Franco,Huaraca,Salvador,M,952515240,kevin.huaraca656@gmail.com,Agricultor
1982,75764765,Luis Franco,Aquino,Cabanillas,M,928328849,luis.aquino419@gmail.com,Empleado publico
1983,76474771,Julio Nicolas,Herrera,Salazar,M,985733899,julio.herrera181@gmail.com,Chofer
1984,30278301,Angel Alexis,Yupanqui,Pacheco,M,912311365,angel.yupanqui727@gmail.com,Contador(a)
1985,28557486,Emily Jhoana,Quispe,Marin,F,934255462,emily.quispe920@gmail.com,Mecanico
1986,66689399,Katty Gabriela,Yataco,Cabanillas,F,989635627,katty.yataco4@gmail.com,Ama de casa
1987,21641472,Miguel Gonzalo,Huaraca,Vasquez,M,975555903,miguel.huaraca43@gmail.com,Vendedor(a)
1988,67264427,Nicole Julia,Machaca,Delgado,F,983122457,nicole.machaca928@gmail.com,Obrero de construccion
1989,48939034,Emilio Marco,Rojas,Herrera,M,984311939,emilio.rojas754@gmail.com,Personal de seguridad
1990,67443830,Andres Oscar,Nunez,Cabanillas,M,988923533,andres.nunez710@gmail.com,Docente
1991,18652272,Sofia Zoe,Gonzales,Mamani,F,963172766,sofia.gonzales113@gmail.com,Policia
1992,13835719,Jhon Cesar,Espinoza,Vega,M,944229322,jhon.espinoza359@gmail.com,Independiente
1993,73833146,Samuel Joaquin,Delgado,Rimac,M,912962397,samuel.delgado274@gmail.com,Obrero de construccion
1994,11457390,Walter Leonardo,Pacheco,Fernandez,M,958252251,walter.pacheco777@gmail.com,Empleado publico
1995,29176257,Oscar Raul,Rimac,Yupanqui,M,933760650,oscar.rimac355@gmail.com,Contador(a)
1996,37312576,Antonella Jhoana,Aquino,Paredes,F,923708848,antonella.aquino579@gmail.com,Cocinero(a)
1997,67839102,Jhon Luis,Soto,Rimac,M,911086846,jhon.soto278@gmail.com,Enfermero tecnico
1998,48554121,Thiago Juan,Pacheco,Pacheco,M,951779791,thiago.pacheco780@gmail.com,Comerciante ambulante
1999,45554920,Ana Fiorella,Espinoza,Reyes,F,979999787,ana.espinoza868@gmail.com,Ama de casa
2000,42574380,Diana Patricia,Cardenas,Quispe,F,949577187,diana.cardenas102@gmail.com,Tecnico electricista
2001,26551986,Diana Xiomara,Alarcon,Espinoza,F,902919434,diana.alarcon13@gmail.com,Obrero de construccion
2002,52492380,Rosa Gabriela,Cabanillas,Ortiz,F,915524167,rosa.cabanillas130@gmail.com,Obrero de construccion
2003,68105308,Alexis Alexis,Aquino,Zavala,M,964150559,alexis.aquino204@gmail.com,Policia
2004,15621721,Gonzalo Adrian,Cabrera,Alarcon,M,916577710,gonzalo.cabrera902@gmail.com,Ama de casa
2005,79338159,Oscar Alexander,Rivera,Huaraca,M,939258843,oscar.rivera43@gmail.com,Chofer
2006,72286495,Luz Rosa,Fernandez,Chavez,F,961312614,luz.fernandez849@gmail.com,Administrador(a)
2007,44127705,Marco Jhon,Campos,Yupanqui,M,984773086,marco.campos677@gmail.com,Empresario(a)
2008,26758717,Luis Emilio,Yataco,Alvarez,M,947491566,luis.yataco875@gmail.com,Enfermero(a)
2009,45628360,Edgar Raul,Villanueva,Espinoza,M,989012543,edgar.villanueva608@gmail.com,Empresario(a)
2010,43209188,Paula Vanessa,Machaca,Huaraca,F,962163009,paula.machaca863@gmail.com,Contador(a)
2011,42246892,Kiara Daniela,Farfan,Cabrera,F,996222061,kiara.farfan846@gmail.com,Enfermero(a)
2012,33337226,Pedro Nicolas,Palacios,Vilca,M,934732919,pedro.palacios549@gmail.com,Cocinero(a)
2013,11049722,Jose Oscar,Pacheco,Aguilar,M,954575233,jose.pacheco289@gmail.com,Mecanico
2014,20782447,Fiorella Isabel,Mendoza,Bautista,F,993273312,fiorella.mendoza425@gmail.com,Vendedor(a)
2015,69279769,Julio Gonzalo,Vega,Rodriguez,M,916483750,julio.vega920@gmail.com,Empresario(a)
2016,12032541,Katty Grecia,Cabanillas,Vega,F,938853710,katty.cabanillas409@gmail.com,Tecnico electricista
2017,35349986,Emily Emily,Aquino,Leon,F,919921316,emily.aquino790@gmail.com,Ama de casa
2018,72823374,Alexis Raul,Condori,Espinoza,M,923070475,alexis.condori301@gmail.com,Enfermero tecnico
2019,67865844,Aaron Fernando,Romero,Chavez,M,945452991,aaron.romero799@gmail.com,Contador(a)
