id,dni,nombres,apellido_paterno,apellido_materno,sexo,fecha_nacimiento,nivel,grado,seccion,turno,id_seccion,id_padre,parentesco
2438,66314366,Ana Diana,Ibarra,Ibarra,F,2015-06-06,Secundaria,1,M,Tarde,78,23,Madre
2439,20657792,Oscar Ricardo,Campos,Villanueva,M,2015-02-05,Secundaria,1,M,Tarde,78,119,Padre
2440,18286009,Camila Lucia,Garcia,Campos,F,2015-10-03,Secundaria,1,M,Tarde,78,1686,Madre
2441,36106614,Marco Rodrigo,Salazar,Paucar,M,2015-09-23,Secundaria,1,M,Tarde,78,3118,Madre
2442,41747104,Joaquin Kevin,Rodriguez,Leon,M,2015-01-13,Secundaria,1,M,Tarde,78,853,Madre
2443,24289784,Alberto Walter,Vargas,Chavez,M,2015-06-14,Secundaria,1,M,Tarde,78,2238,Madre
2444,61156491,Yolanda Grecia,Vilca,Salvador,F,2015-08-03,Secundaria,1,M,Tarde,78,2168,Padre
2445,57068621,Gabriela Ximena,Bravo,Lazo,F,2015-02-23,Secundaria,1,M,Tarde,78,2372,Padre
2446,76717694,Yamil Franco,Mamani,Quispe,M,2015-05-25,Secundaria,1,M,Tarde,78,3112,Padre
2447,64201372,Cesar Jhoel,Vasquez,Espinoza,M,2015-09-23,Secundaria,1,M,Tarde,78,110,Padre
2448,73967139,Ian Ian,Cardenas,Silva,M,2015-01-11,Secundaria,1,M,Tarde,78,2943,Padre
2449,10060709,Kevin Franco,Yataco,Sanchez,M,2015-12-21,Secundaria,1,M,Tarde,78,1212,Padre
2450,20115108,Cesar Marco,Romero,Salvador,M,2015-12-05,Secundaria,1,M,Tarde,78,2291,Padre
2451,55718515,Alberto Alexander,Cornejo,Leon,M,2015-01-25,Secundaria,1,M,Tarde,78,659,Padre
2452,74556765,Ashley Estefany,Paredes,Ruiz,F,2015-03-28,Secundaria,1,M,Tarde,78,937,Padre
2453,71458334,Luis Renzo,Sanchez,Ruiz,M,2015-02-18,Secundaria,1,M,Tarde,78,1374,Padre
2454,57799723,Ruth Grecia,Espinoza,Rivera,F,2015-01-12,Secundaria,1,M,Tarde,78,264,Madre
2455,37172442,Katty Grecia,Espinoza,Lazo,F,2015-07-13,Secundaria,1,M,Tarde,78,1035,Padre
2456,60488373,Abigail Elena,Quispe,Condori,F,2014-12-09,Secundaria,2,A,Mañana,79,2568,Madre
2457,33285780,Angel Cristian,Garcia,Garcia,M,2014-08-23,Secundaria,2,A,Mañana,79,427,Padre
2458,45762987,Samuel Alexander,Vilca,Vargas,M,2014-10-21,Secundaria,2,A,Mañana,79,2658,Padre
2459,62721349,Yamil Dylan,Cornejo,Romero,M,2014-05-06,Secundaria,2,A,Mañana,79,1141,Padre
2460,63234481,Jhoel Alberto,Machaca,Ibarra,M,2014-05-07,Secundaria,2,A,Mañana,79,57,Padre
2461,37967577,Aaron Diego,Cruz,Ticona,M,2014-12-01,Secundaria,2,A,Mañana,79,700,Padre
2462,56871792,Leonardo Gonzalo,Quispe,Delgado,M,2014-08-03,Secundaria,2,A,Mañana,79,3155,Padre
2463,13876801,Erick Angel,Pacheco,Cabanillas,M,2014-12-20,Secundaria,2,A,Mañana,79,2735,Padre
2464,77894642,Ariana Maria,Vasquez,Chavez,F,2014-12-30,Secundaria,2,A,Mañana,79,2887,Madre
2465,27449243,Jhoel Franco,Ibarra,Aguilar,M,2014-08-04,Secundaria,2,A,Mañana,79,41,Madre
2466,40302287,Katherine Grecia,Rojas,Ochoa,F,2014-09-29,Secundaria,2,A,Mañana,79,925,Padre
2467,21759858,Cesar Raul,Rojas,Farfan,M,2014-08-02,Secundaria,2,A,Mañana,79,1773,Madre
2468,35723848,Elmer Gonzalo,Delgado,Bravo,M,2014-02-05,Secundaria,2,A,Mañana,79,123,Madre
2469,60952183,Brenda Sofia,Soto,Ortiz,F,2014-06-18,Secundaria,2,A,Mañana,79,1078,Padre
2470,22630177,Nayeli Luana,Condori,Ortiz,F,2014-06-07,Secundaria,2,A,Mañana,79,812,Padre
2471,40352114,Ariana Danna,Huaman,Ibarra,F,2014-08-04,Secundaria,2,A,Mañana,79,3109,Padre
2472,50261724,Benjamin Gonzalo,Cornejo,Fernandez,M,2014-12-12,Secundaria,2,A,Mañana,79,1562,Madre
2473,46310192,Jhoana Flor,Flores,Sanchez,F,2014-01-22,Secundaria,2,A,Mañana,79,2412,Padre
2474,72942015,Abigail Sofia,Gutierrez,Cabrera,F,2014-04-04,Secundaria,2,A,Mañana,79,1068,Padre
2475,42404291,Milagros Xiomara,Ticona,Nunez,F,2014-09-26,Secundaria,2,A,Mañana,79,557,Padre
2476,39278866,Wilson Angel,Ibarra,Aquino,M,2014-04-20,Secundaria,2,A,Mañana,79,1413,Madre
2477,39569539,Edgar Marco,Yupanqui,Rodriguez,M,2014-07-13,Secundaria,2,A,Mañana,79,2566,Madre
2478,42779832,Karen Milagros,Choque,Pacheco,F,2014-01-21,Secundaria,2,A,Mañana,79,429,Madre
2479,37910468,Angel Pedro,Ochoa,Ccahuana,M,2014-08-09,Secundaria,2,A,Mañana,79,3025,Padre
2480,54856216,Mateo Pedro,Romero,Nunez,M,2014-07-02,Secundaria,2,A,Mañana,79,2001,Madre
2481,14211156,Manuel Mateo,Garcia,Campos,M,2014-11-07,Secundaria,2,A,Mañana,79,1764,Madre
2482,13980707,Paula Maria,Palacios,Guzman,F,2014-10-13,Secundaria,2,A,Mañana,79,533,Padre
2483,20096401,Miguel Gonzalo,Alarcon,Ccahuana,M,2014-02-18,Secundaria,2,A,Mañana,79,1489,Padre
2484,34228747,Maria Melissa,Cabanillas,Leon,F,2014-09-15,Secundaria,2,A,Mañana,79,1111,Padre
2485,11116284,Alexander Samuel,Carrillo,Villanueva,M,2014-03-14,Secundaria,2,A,Mañana,79,2687,Madre
2486,78253127,Grecia Valentina,Chavez,Rojas,F,2014-03-03,Secundaria,2,A,Mañana,79,1913,Padre
2487,79516923,Yesenia Ruth,Aquino,Huaman,F,2014-09-16,Secundaria,2,A,Mañana,79,490,Padre
2488,18933141,Cristian Jorge,Salazar,Rojas,M,2014-04-30,Secundaria,2,A,Mañana,79,2355,Padre
2489,32629128,Piero Alexis,Garcia,Ccahuana,M,2014-12-22,Secundaria,2,B,Mañana,80,2302,Madre
2490,36643431,Jorge Ivan,Paucar,Flores,M,2014-11-12,Secundaria,2,B,Mañana,80,2555,Madre
2491,10082337,Estefany Danna,Medina,Carrillo,F,2014-04-07,Secundaria,2,B,Mañana,80,2740,Madre
2492,44332164,Yamil Luis,Ccahuana,Nunez,M,2014-08-16,Secundaria,2,B,Mañana,80,1532,Padre
2493,51095640,Renzo Alexis,Salazar,Yupanqui,M,2014-08-28,Secundaria,2,B,Mañana,80,1499,Padre
2494,14630852,Patricia Camila,Pacheco,Leon,F,2014-08-17,Secundaria,2,B,Mañana,80,721,Madre
2495,64359781,Dulce Alessandra,Ccahuana,Condori,F,2014-03-27,Secundaria,2,B,Mañana,80,2788,Madre
2496,14130557,Jose Martin,Condori,Huaraca,M,2014-01-22,Secundaria,2,B,Mañana,80,1348,Padre
2497,23405463,Elena Yesica,Farfan,Vilca,F,2014-07-07,Secundaria,2,B,Mañana,80,1240,Padre
2498,70136392,Nicole Katherine,Palacios,Pacheco,F,2014-01-26,Secundaria,2,B,Mañana,80,2702,Madre
2499,16117447,Carmen Ximena,Leon,Aquino,F,2014-04-19,Secundaria,2,B,Mañana,80,3016,Padre
2500,17778946,Bryan Benjamin,Bautista,Cardenas,M,2014-07-04,Secundaria,2,B,Mañana,80,60,Madre
2501,56980095,Fabricio Piero,Ochoa,Gutierrez,M,2014-01-26,Secundaria,2,B,Mañana,80,1803,Madre
2502,12967646,Kevin Aaron,Herrera,Cardenas,M,2014-06-19,Secundaria,2,B,Mañana,80,322,Padre
2503,39580520,Victor Pedro,Ticona,Vilca,M,2014-05-25,Secundaria,2,B,Mañana,80,1422,Madre
2504,25161989,Katty Dulce,Leon,Bautista,F,2014-04-10,Secundaria,2,B,Mañana,80,2311,Madre
2505,36796907,Julio Pedro,Vargas,Vilca,M,2014-02-04,Secundaria,2,B,Mañana,80,198,Madre
2506,23721378,Britany Melissa,Paucar,Ochoa,F,2014-05-06,Secundaria,2,B,Mañana,80,397,Padre
2507,56763237,Edgar Oscar,Medina,Carrillo,M,2014-10-09,Secundaria,2,B,Mañana,80,773,Padre
2508,28812459,Julia Katherine,Rojas,Garcia,F,2014-09-19,Secundaria,2,B,Mañana,80,2978,Madre
2509,40481806,Rosa Susan,Herrera,Quispe,F,2014-01-23,Secundaria,2,B,Mañana,80,895,Madre
2510,67725436,Marco Elmer,Ortiz,Ramos,M,2014-10-26,Secundaria,2,B,Mañana,80,2893,Madre
2511,22769112,Renata Vanessa,Pacheco,Mamani,F,2014-09-24,Secundaria,2,B,Mañana,80,1879,Padre
2512,70106051,Gonzalo Gonzalo,Alarcon,Marin,M,2014-02-12,Secundaria,2,B,Mañana,80,3059,Padre
2513,75787644,Ricardo Piero,Rimac,Villanueva,M,2014-03-05,Secundaria,2,B,Mañana,80,1789,Padre
2514,15279824,Thiago Dylan,Ibarra,Ibarra,M,2014-10-12,Secundaria,2,B,Mañana,80,1384,Padre
2515,57700481,Pilar Ximena,Cardenas,Gonzales,F,2014-01-01,Secundaria,2,B,Mañana,80,2474,Madre
2516,25696594,Angel Wilson,Apaza,Castillo,M,2014-11-26,Secundaria,2,B,Mañana,80,2887,Madre
2517,53943380,Emilio Jhoel,Huaman,Paucar,M,2014-12-26,Secundaria,2,B,Mañana,80,1111,Padre
2518,65197520,Alessandra Ariana,Espinoza,Alvarez,F,2014-04-24,Secundaria,2,B,Mañana,80,1211,Padre
2519,36158558,Edgar Leonardo,Flores,Alarcon,M,2014-02-25,Secundaria,2,B,Mañana,80,1620,Padre
2520,18634268,Renata Julia,Vasquez,Castillo,F,2014-09-04,Secundaria,2,B,Mañana,80,3123,Padre
2521,64371117,Alexander Raul,Leon,Garcia,M,2014-05-04,Secundaria,2,B,Mañana,80,332,Madre
2522,14763665,Katty Nayeli,Lazo,Campos,F,2014-10-17,Secundaria,2,B,Mañana,80,2176,Padre
2523,60007719,Gabriel Jorge,Castillo,Cabrera,M,2014-12-17,Secundaria,2,B,Mañana,80,486,Madre
2524,31821669,Ana Lucia,Herrera,Torres,F,2014-06-08,Secundaria,2,C,Mañana,81,2930,Madre
2525,31011167,Ian Benjamin,Salazar,Pacheco,M,2014-08-23,Secundaria,2,C,Mañana,81,92,Madre
2526,42601143,Kiara Britany,Cutipa,Quispe,F,2014-12-03,Secundaria,2,C,Mañana,81,2170,Padre
2527,41674633,Cesar Joaquin,Reyes,Medina,M,2014-07-10,Secundaria,2,C,Mañana,81,1952,Padre
2528,60327518,Nicolas Edgar,Cabanillas,Marin,M,2014-03-13,Secundaria,2,C,Mañana,81,2202,Madre
2529,30650623,Yolanda Katherine,Delgado,Vilca,F,2014-04-09,Secundaria,2,C,Mañana,81,205,Madre
2530,41976863,Britany Nicole,Vasquez,Ramos,F,2014-12-04,Secundaria,2,C,Mañana,81,1806,Madre
2531,15480974,Adrian Jorge,Castillo,Lazo,M,2014-03-28,Secundaria,2,C,Mañana,81,514,Madre
2532,27852548,Mateo Ricardo,Yataco,Gutierrez,M,2014-02-20,Secundaria,2,C,Mañana,81,1594,Padre
2533,41149592,Elmer Gabriel,Ccahuana,Lazo,M,2014-07-22,Secundaria,2,C,Mañana,81,914,Padre
2534,71843871,Dulce Alexandra,Paredes,Rodriguez,F,2014-07-17,Secundaria,2,C,Mañana,81,883,Madre
2535,40729541,Carlos Andres,Bautista,Aguilar,M,2014-11-16,Secundaria,2,C,Mañana,81,2450,Padre
2536,73172117,Patricia Karen,Cruz,Vargas,F,2014-01-07,Secundaria,2,C,Mañana,81,860,Padre
2537,35295758,Xiomara Diana,Choque,Garcia,F,2014-01-09,Secundaria,2,C,Mañana,81,3033,Madre
2538,40068186,Edgar Marco,Silva,Gutierrez,M,2014-09-03,Secundaria,2,C,Mañana,81,1179,Padre
2539,28559270,Antonella Emily,Condori,Marin,F,2014-04-08,Secundaria,2,C,Mañana,81,1787,Madre
2540,10053192,Rafaella Ashley,Cornejo,Ibarra,F,2014-02-01,Secundaria,2,C,Mañana,81,1646,Madre
2541,75161095,Fabricio Alberto,Castillo,Campos,M,2014-07-04,Secundaria,2,C,Mañana,81,3004,Padre
2542,76041193,Kevin Dylan,Ccahuana,Garcia,M,2014-06-09,Secundaria,2,C,Mañana,81,778,Madre
2543,66558767,Ashley Katty,Cutipa,Campos,F,2014-02-02,Secundaria,2,C,Mañana,81,2104,Madre
2544,24030908,Flor Sofia,Salazar,Gonzales,F,2014-05-13,Secundaria,2,C,Mañana,81,1404,Padre
2545,62645908,Luana Pilar,Palacios,Ochoa,F,2014-08-27,Secundaria,2,C,Mañana,81,269,Padre
2546,62452241,Estefany Katty,Rodriguez,Flores,F,2014-06-28,Secundaria,2,C,Mañana,81,2601,Madre
2547,48569894,Grecia Abigail,Aquino,Paucar,F,2014-03-28,Secundaria,2,C,Mañana,81,540,Padre
2548,23007596,Milagros Yolanda,Flores,Romero,F,2014-06-27,Secundaria,2,D,Mañana,82,2066,Padre
2549,46406090,Mia Dulce,Mendoza,Huaman,F,2014-06-23,Secundaria,2,D,Mañana,82,345,Padre
2550,70669460,Adrian Gabriel,Cardenas,Fernandez,M,2014-01-01,Secundaria,2,D,Mañana,82,1442,Padre
2551,49642756,Jorge Luis,Espinoza,Ruiz,M,2014-03-28,Secundaria,2,D,Mañana,82,2831,Madre
2552,39121998,Miguel Leonardo,Condori,Fernandez,M,2014-10-07,Secundaria,2,D,Mañana,82,695,Madre
2553,13297567,Ian Franco,Campos,Aquino,M,2014-07-02,Secundaria,2,D,Mañana,82,1024,Madre
2554,44868436,Zoe Pilar,Rojas,Nunez,F,2014-01-31,Secundaria,2,D,Mañana,82,2386,Madre
2555,38051964,Yesenia Elena,Fernandez,Reyes,F,2014-06-27,Secundaria,2,D,Mañana,82,3026,Padre
2556,13520680,Franco Martin,Medina,Gutierrez,M,2014-03-15,Secundaria,2,D,Mañana,82,2607,Madre
2557,71990492,Kiara Luz,Ticona,Ruiz,F,2014-11-29,Secundaria,2,D,Mañana,82,927,Padre
2558,18231023,Ariana Abigail,Bautista,Alvarez,F,2014-07-12,Secundaria,2,D,Mañana,82,1063,Padre
2559,64041519,Diego Anthony,Cutipa,Romero,M,2014-10-24,Secundaria,2,D,Mañana,82,751,Padre
2560,22337819,Victor Alexis,Romero,Fernandez,M,2014-08-29,Secundaria,2,D,Mañana,82,512,Madre
2561,45486328,Gabriel Marco,Machaca,Delgado,M,2014-06-25,Secundaria,2,D,Mañana,82,392,Padre
2562,14607242,Piero Hugo,Ortiz,Alarcon,M,2014-12-28,Secundaria,2,D,Mañana,82,1287,Madre
2563,62483573,Mateo Edgar,Lazo,Rivera,M,2014-04-19,Secundaria,2,D,Mañana,82,856,Padre
2564,28474746,Yesenia Patricia,Ruiz,Machaca,F,2014-04-06,Secundaria,2,D,Mañana,82,1341,Madre
2565,60568580,Yolanda Alessandra,Rodriguez,Choque,F,2014-10-24,Secundaria,2,D,Mañana,82,2830,Madre
2566,15731798,Elena Mia,Ibarra,Ibarra,F,2014-04-12,Secundaria,2,D,Mañana,82,1852,Padre
2567,26184536,Franco Victor,Carrillo,Gutierrez,M,2014-04-09,Secundaria,2,D,Mañana,82,1851,Madre
2568,67858372,Walter Benjamin,Castillo,Cruz,M,2014-08-19,Secundaria,2,D,Mañana,82,1300,Madre
2569,28423666,Thiago Cristian,Campos,Espinoza,M,2014-04-09,Secundaria,2,D,Mañana,82,772,Madre
2570,49076471,Hugo Oscar,Ortiz,Ramos,M,2014-12-17,Secundaria,2,D,Mañana,82,2421,Padre
2571,52871833,Antonella Zoe,Pacheco,Cabrera,F,2014-01-16,Secundaria,2,D,Mañana,82,1575,Madre
2572,66550084,Bryan Oscar,Vilca,Medina,M,2014-02-14,Secundaria,2,D,Mañana,82,1612,Padre
2573,74010863,Alexis Andres,Alarcon,Diaz,M,2014-05-29,Secundaria,2,D,Mañana,82,2268,Madre
2574,27985337,Luana Yesica,Apaza,Aguilar,F,2014-08-13,Secundaria,2,D,Mañana,82,736,Padre
2575,43718963,Dulce Gabriela,Reyes,Ortiz,F,2014-05-05,Secundaria,2,D,Mañana,82,1780,Padre
2576,37454800,Emily Flor,Mendoza,Cornejo,F,2014-08-05,Secundaria,2,D,Mañana,82,2864,Madre
2577,38134473,Ruth Katherine,Nunez,Villanueva,F,2014-08-01,Secundaria,2,D,Mañana,82,3175,Padre
2578,60772799,Bryan Andres,Reyes,Silva,M,2014-02-02,Secundaria,2,D,Mañana,82,385,Padre
2579,42665422,Jhoana Paula,Soto,Gutierrez,F,2014-10-06,Secundaria,2,D,Mañana,82,278,Padre
2580,23167338,Antonella Brenda,Alvarez,Bravo,F,2014-11-09,Secundaria,2,D,Mañana,82,2731,Madre
2581,48604751,Sofia Rosa,Zavala,Vilca,F,2014-09-05,Secundaria,2,D,Mañana,82,2438,Padre
2582,56123438,Walter Carlos,Silva,Cabanillas,M,2014-10-07,Secundaria,2,D,Mañana,82,547,Padre
2583,25622868,Luz Valentina,Ibarra,Marin,F,2014-12-18,Secundaria,2,E,Mañana,83,737,Padre
2584,37989364,Valentina Rafaella,Herrera,Quispe,F,2014-07-13,Secundaria,2,E,Mañana,83,3075,Padre
2585,26899922,Erick Martin,Ortiz,Lazo,M,2014-08-26,Secundaria,2,E,Mañana,83,887,Padre
2586,22871885,Rafaella Maria,Machaca,Machaca,F,2014-07-14,Secundaria,2,E,Mañana,83,2536,Madre
2587,79499704,Carmen Ariana,Silva,Reyes,F,2014-07-22,Secundaria,2,E,Mañana,83,1123,Padre
2588,19473153,Mateo Dylan,Pacheco,Diaz,M,2014-09-30,Secundaria,2,E,Mañana,83,254,Padre
2589,55695882,Gabriel Marco,Cabrera,Lazo,M,2014-08-23,Secundaria,2,E,Mañana,83,2561,Padre
2590,37283997,Alexander Nicolas,Lazo,Guzman,M,2014-10-28,Secundaria,2,E,Mañana,83,1822,Padre
2591,70193930,Carmen Vanessa,Yataco,Salvador,F,2014-12-18,Secundaria,2,E,Mañana,83,2615,Padre
2592,44963593,Diana Milagros,Machaca,Leon,F,2014-10-25,Secundaria,2,E,Mañana,83,2669,Madre
2593,38992411,Fernando Manuel,Rimac,Ibarra,M,2014-04-26,Secundaria,2,E,Mañana,83,601,Madre
2594,41352786,Jhon Marco,Fernandez,Cornejo,M,2014-01-24,Secundaria,2,E,Mañana,83,2634,Madre
2595,51662215,Alexandra Ana,Villanueva,Vargas,F,2014-04-04,Secundaria,2,E,Mañana,83,2766,Madre
2596,36562646,Cesar Ivan,Castillo,Herrera,M,2014-05-28,Secundaria,2,E,Mañana,83,1005,Padre
2597,50790038,Lucia Estefany,Ticona,Alvarez,F,2014-03-16,Secundaria,2,E,Mañana,83,1863,Madre
2598,29228281,Leonardo Ian,Campos,Gutierrez,M,2014-10-07,Secundaria,2,E,Mañana,83,1099,Madre
2599,15693045,Flor Vanessa,Rivera,Cruz,F,2014-03-25,Secundaria,2,E,Mañana,83,2545,Madre
2600,75445843,Adrian Yamil,Fernandez,Chavez,M,2014-08-04,Secundaria,2,E,Mañana,83,2454,Madre
2601,10686171,Cesar Martin,Cabanillas,Quispe,M,2014-01-31,Secundaria,2,E,Mañana,83,1548,Madre
2602,22561299,Gabriela Katty,Vilca,Sanchez,F,2014-03-11,Secundaria,2,E,Mañana,83,1120,Madre
2603,49974367,Alberto Jose,Espinoza,Bravo,M,2014-03-24,Secundaria,2,E,Mañana,83,1595,Madre
2604,52655904,Brenda Jhoana,Campos,Chavez,F,2014-12-26,Secundaria,2,E,Mañana,83,1611,Padre
2605,27888966,Ricardo Anthony,Medina,Ochoa,M,2014-03-05,Secundaria,2,E,Mañana,83,859,Madre
2606,22385594,Jhoana Rosa,Apaza,Salvador,F,2014-12-12,Secundaria,2,E,Mañana,83,1266,Padre
2607,39837366,Katherine Katty,Vega,Chavez,F,2014-10-02,Secundaria,2,E,Mañana,83,2719,Madre
2608,59491034,Dulce Diana,Farfan,Vilca,F,2014-05-15,Secundaria,2,E,Mañana,83,1987,Padre
2609,55071177,Cristian Nicolas,Vilca,Ticona,M,2014-12-22,Secundaria,2,E,Mañana,83,2397,Madre
2610,45114734,Camila Ana,Ticona,Ramos,F,2014-12-27,Secundaria,2,F,Mañana,84,1229,Madre
2611,56628832,Mateo Pedro,Villanueva,Ortiz,M,2014-07-26,Secundaria,2,F,Mañana,84,1528,Padre
2612,71930488,Martin Leonardo,Alvarez,Herrera,M,2014-11-01,Secundaria,2,F,Mañana,84,2262,Padre
2613,29524670,Martin Mateo,Espinoza,Huaman,M,2014-10-25,Secundaria,2,F,Mañana,84,1990,Padre
2614,29819613,Piero Aaron,Diaz,Fernandez,M,2014-01-28,Secundaria,2,F,Mañana,84,2047,Madre
2615,20647869,Martin Martin,Machaca,Castillo,M,2014-03-07,Secundaria,2,F,Mañana,84,2265,Madre
2616,17686483,Cesar Ian,Choque,Aquino,M,2014-09-12,Secundaria,2,F,Mañana,84,1083,Madre
2617,38296010,Alberto Benjamin,Cruz,Diaz,M,2014-07-30,Secundaria,2,F,Mañana,84,194,Padre
2618,53223215,Mateo Diego,Torres,Sanchez,M,2014-03-11,Secundaria,2,F,Mañana,84,849,Madre
2619,51236101,Sofia Gabriela,Cruz,Paucar,F,2014-07-15,Secundaria,2,F,Mañana,84,184,Madre
2620,50933623,Britany Yesica,Ticona,Vega,F,2014-01-01,Secundaria,2,F,Mañana,84,364,Madre
2621,67126208,Erick Ian,Ruiz,Bravo,M,2014-07-01,Secundaria,2,F,Mañana,84,2196,Padre
2622,77721813,Ruth Patricia,Torres,Lazo,F,2014-06-12,Secundaria,2,F,Mañana,84,1305,Madre
2623,65334223,Miguel Sebastian,Ochoa,Cabanillas,M,2014-12-26,Secundaria,2,F,Mañana,84,3172,Padre
2624,56639056,Danna Rosa,Soto,Yataco,F,2014-07-04,Secundaria,2,F,Mañana,84,129,Padre
2625,23379557,Angel Oscar,Castillo,Pacheco,M,2014-03-22,Secundaria,2,F,Mañana,84,458,Madre
2626,11540837,Gabriel Cesar,Chavez,Choque,M,2014-07-08,Secundaria,2,F,Mañana,84,1332,Madre
2627,78189464,Elena Katty,Yataco,Palacios,F,2014-06-14,Secundaria,2,F,Mañana,84,717,Madre
2628,25221492,Dulce Carmen,Huaraca,Rivera,F,2014-05-25,Secundaria,2,F,Mañana,84,1132,Madre
2629,17347838,Victor Edgar,Campos,Ticona,M,2014-09-21,Secundaria,2,F,Mañana,84,1709,Madre
2630,21773012,Elmer Julio,Guzman,Machaca,M,2014-04-09,Secundaria,2,F,Mañana,84,2264,Madre
2631,21071910,Ximena Zoe,Huaman,Cabrera,F,2014-11-27,Secundaria,2,F,Mañana,84,127,Padre
2632,65901164,Rosa Susan,Yupanqui,Machaca,F,2014-02-08,Secundaria,2,F,Mañana,84,1257,Madre
2633,57917820,Andres Erick,Zavala,Nunez,M,2014-10-22,Secundaria,2,G,Tarde,85,1202,Madre
2634,65953946,Sebastian Wilson,Palacios,Yupanqui,M,2014-11-30,Secundaria,2,G,Tarde,85,3145,Padre
2635,44537781,Pilar Pilar,Cabrera,Sanchez,F,2014-09-28,Secundaria,2,G,Tarde,85,1638,Padre
2636,72898346,Katty Yolanda,Yupanqui,Gonzales,F,2014-08-12,Secundaria,2,G,Tarde,85,2843,Padre
2637,37651589,Sofia Brenda,Huaman,Cruz,F,2014-03-19,Secundaria,2,G,Tarde,85,2169,Madre
2638,60235285,Ruth Rosa,Alarcon,Romero,F,2014-03-02,Secundaria,2,G,Tarde,85,979,Madre
2639,22214464,Jhon Jhon,Rivera,Carrillo,M,2014-12-11,Secundaria,2,G,Tarde,85,1551,Madre
2640,32198715,Nicolas Elmer,Ticona,Cabrera,M,2014-06-16,Secundaria,2,G,Tarde,85,2679,Padre
2641,29778376,Yamil Oscar,Guzman,Mendoza,M,2014-05-28,Secundaria,2,G,Tarde,85,910,Madre
2642,55915562,Leonardo Walter,Farfan,Soto,M,2014-07-06,Secundaria,2,G,Tarde,85,3001,Padre
2643,46470163,Milagros Ana,Espinoza,Cornejo,F,2014-04-03,Secundaria,2,G,Tarde,85,2216,Madre
2644,41032742,Diego Raul,Farfan,Castillo,M,2014-06-27,Secundaria,2,G,Tarde,85,1329,Madre
2645,58334883,Luis Adrian,Salvador,Silva,M,2014-01-14,Secundaria,2,G,Tarde,85,2544,Padre
2646,77335808,Julio Angel,Marin,Alarcon,M,2014-06-21,Secundaria,2,G,Tarde,85,1000,Padre
2647,65298455,Diego Luis,Ortiz,Huaraca,M,2014-05-17,Secundaria,2,G,Tarde,85,3039,Padre
2648,22241511,Jhon Erick,Condori,Condori,M,2014-10-11,Secundaria,2,G,Tarde,85,961,Padre
2649,43269877,Yesenia Kiara,Gutierrez,Gonzales,F,2014-07-04,Secundaria,2,G,Tarde,85,729,Padre
2650,74609165,Flor Ruth,Choque,Farfan,F,2014-02-13,Secundaria,2,G,Tarde,85,1928,Padre
2651,48042665,Brenda Valentina,Sanchez,Vargas,F,2014-09-26,Secundaria,2,G,Tarde,85,471,Padre
2652,47374163,Rodrigo Diego,Sanchez,Huaraca,M,2014-07-02,Secundaria,2,G,Tarde,85,2619,Madre
2653,33412266,Bryan Pedro,Gonzales,Zavala,M,2014-05-21,Secundaria,2,G,Tarde,85,2,Padre
2654,57443061,Cristian Jhoel,Cutipa,Fernandez,M,2014-10-11,Secundaria,2,G,Tarde,85,1679,Padre
2655,23282120,Fiorella Sofia,Zavala,Sanchez,F,2014-07-04,Secundaria,2,G,Tarde,85,2050,Padre
2656,12134008,Alexandra Yesica,Apaza,Cabanillas,F,2014-11-29,Secundaria,2,G,Tarde,85,3124,Padre
2657,18245276,Jhoel Jorge,Vega,Gonzales,M,2014-09-19,Secundaria,2,G,Tarde,85,468,Madre
2658,40559121,Rodrigo Oscar,Gutierrez,Rodriguez,M,2014-11-28,Secundaria,2,G,Tarde,85,1797,Padre
2659,56094167,Marco Carlos,Ibarra,Quispe,M,2014-04-28,Secundaria,2,G,Tarde,85,2109,Madre
2660,11079326,Emily Estefany,Ortiz,Apaza,F,2014-09-25,Secundaria,2,G,Tarde,85,1031,Madre
2661,60973597,Luz Carmen,Delgado,Machaca,F,2014-01-19,Secundaria,2,G,Tarde,85,2869,Madre
2662,69634455,Angel Alberto,Marin,Huaman,M,2014-09-08,Secundaria,2,G,Tarde,85,2516,Madre
2663,13810335,Martin Diego,Vargas,Paucar,M,2014-09-01,Secundaria,2,G,Tarde,85,160,Padre
2664,35258526,Fernando Hugo,Villanueva,Paredes,M,2014-02-12,Secundaria,2,G,Tarde,85,551,Madre
2665,73097728,Sebastian Edgar,Yataco,Espinoza,M,2014-11-03,Secundaria,2,G,Tarde,85,462,Padre
2666,40499269,Cesar Emilio,Romero,Cornejo,M,2014-06-27,Secundaria,2,G,Tarde,85,865,Madre
2667,12923401,Susan Yesenia,Palacios,Quispe,F,2014-10-01,Secundaria,2,G,Tarde,85,42,Madre
2668,35124951,Zoe Camila,Nunez,Herrera,F,2014-03-09,Secundaria,2,G,Tarde,85,1052,Madre
2669,55323133,Yesica Paula,Ortiz,Paredes,F,2014-04-01,Secundaria,2,G,Tarde,85,803,Madre
2670,50421873,Nicolas Gabriel,Vargas,Alvarez,M,2014-03-05,Secundaria,2,G,Tarde,85,1555,Padre
2671,17989206,Alessandra Karen,Cabrera,Machaca,F,2014-03-09,Secundaria,2,G,Tarde,85,552,Padre
2672,42009067,Victor Renzo,Mendoza,Machaca,M,2014-08-27,Secundaria,2,G,Tarde,85,816,Madre
